% File: interest_2-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'unlikely allow', 'rates fall', 'JJ VB', 'NNS VB', 'money paid for the use of money'
'losses caused', 'payments debt', 'NNS VBN', 'NNS NN', 'money paid for the use of money'
'given banks', 'loans used', 'VBN NNS', 'NNS VBN', 'money paid for the use of money'
'postpone cash', 'payments', 'VBP NN', 'NNS', 'money paid for the use of money'
'given current', 'rates still', 'VBN JJ', 'NNS RB', 'money paid for the use of money'
'unlike 1987', 'rates falling', 'IN AB', 'NNS VBG', 'money paid for the use of money'
'board ease', 'rates much', 'NP VB', 'NNS RB', 'money paid for the use of money'
'cellular telephone', 'separate transaction', 'JJ NN', 'JJ NN', 'a share in a company or business'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'acquiring minority', '', 'VBG NN', '', 'a share in a company or business'
'resulting decline', 'rates value', 'VBG NN', 'NNS NN', 'money paid for the use of money'
'effects lower', 'rates lower', 'NNS JJR', 'NNS JJR', 'money paid for the use of money'
'bring short-term', 'rates effort', 'VB JJ', 'NNS NN', 'money paid for the use of money'
'lowered key', 'rate known', 'VBD JJ', 'NN VBN', 'money paid for the use of money'
'securities pay', '', 'NNS VBP', '', 'money paid for the use of money'
'pursue personal', '', 'VB JJ', '', 'activity, etc. that one gives attention to'
'also', 'military electronics', 'RB', 'JJ NNS', 'a share in a company or business'
'annual', 'rate next', 'JJ', 'NN JJ', 'money paid for the use of money'
'reasonably valued', 'rates lower', 'RB VBN', 'NNS JJR', 'money paid for the use of money'
'Xs base', 'rate', 'POS NN', 'NN', 'money paid for the use of money'
'companies bank', 'follows similar', 'NNS NN', 'VBZ JJ', 'a share in a company or business'
'weight hefty', 'payments', 'NN JJ', 'NNS', 'money paid for the use of money'
'caused tardy', 'payments put', 'VBD JJ', 'NNS VB', 'money paid for the use of money'
'significant shift', 'rate outlook', 'JJ NN', 'NN NN', 'money paid for the use of money'
'billion coupon', 'payments', 'AB NN', 'NNS', 'money paid for the use of money'
'months default', 'payments covering', 'NNS VB', 'NNS VBG', 'money paid for the use of money'
'bonds suspended', 'payments', 'NNS VBN', 'NNS', 'money paid for the use of money'
'unlikely pay', 'total $', 'JJ VB', 'NN NN', 'money paid for the use of money'
'1980s compound', 'reaching says', 'AB JJ', 'NN VBZ', 'money paid for the use of money'
'exorbitant compound', '', 'JJ NN', '', 'money paid for the use of money'
'businesses borrowing', 'rates higher', 'NNS VBG', 'NNS JJR', 'money paid for the use of money'
'british airways', 'companies fly', 'NP NPS', 'NNS VBP', 'a share in a company or business'
'', 'income fee', '', 'NN NN', 'money paid for the use of money'
'bank skim', 'pasok Xs', 'NN VB', 'NP POS', 'money paid for the use of money'
'topics mutual', 'said gibson', 'NNS JJ', 'VBD NP', 'advantage, advancement or favor'
'nbc Xs', 'may revive', 'NP POS', 'MD VB', 'readiness to give attention'
'passive minority', 'program-maker without', 'JJ NN', 'NN IN', 'a share in a company or business'
'nbc Xs', 'qintex bid', 'NP POS', 'NP NN', 'readiness to give attention'
'ought stand', 'Xs essential', 'MD VB', 'VBZ JJ', 'advantage, advancement or favor'
'warner protecting', '', 'NP VBG', '', 'advantage, advancement or favor'
'citic pay', 'rate 0X5', 'NP VB', 'NN AB', 'money paid for the use of money'
'calculate exact', 'rate currency', 'VB JJ', 'NN NN', 'money paid for the use of money'
'officials expect', 'rates decline', 'NNS VBP', 'NNS VB', 'money paid for the use of money'
'think fit', 'people', 'VBP JJ', 'NNS', 'advantage, advancement or favor'
'exchange rates', 'rates', 'NN NNS', 'NNS', 'money paid for the use of money'
'inflation high', 'rates mrX', 'NN JJ', 'NNS NP', 'money paid for the use of money'
'possibility uXsX', 'rates cut', 'NN NP', 'NNS NN', 'money paid for the use of money'
'environment short-term', 'rates already', 'NN JJ', 'NNS RB', 'money paid for the use of money'
'% controlling', 'honeywell bull', 'NN VBG', 'NP NP', 'a share in a company or business'
'narrowing difference', 'rates loans', 'VBG NN', 'NNS NNS', 'money paid for the use of money'
'said much', 'company recently', 'VBD JJ', 'NN RB', 'readiness to give attention'
'reserve allowing', 'rates ease', 'NP VBG', 'NNS VB', 'money paid for the use of money'
'% true', 'cost', 'NN JJ', 'NN', 'money paid for the use of money'
'foreign bonds', 'rates inflation', 'JJ NNS', 'NNS NN', 'money paid for the use of money'
'green sold', 'sheller-globe united', 'NP VBD', 'NP NP', 'a share in a company or business'
'reduced uXsX', 'panama nXt', 'VBN NP', 'NP RB', 'readiness to give attention'
'federal pensions', 'payments -', 'JJ NNS', 'NNS ?', 'money paid for the use of money'
'move lower', 'rates remains', 'NN VB', 'NNS VBZ', 'money paid for the use of money'
'support falling', 'rates', 'NN VBG', 'NNS', 'money paid for the use of money'
'combined change', 'rates reminding', 'VBN NN', 'NNS VBG', 'money paid for the use of money'
'cellular telephone', 'separate transaction', 'JJ NN', 'JJ NN', 'a share in a company or business'
'operating profit', 'corporate expense', 'NN NN', 'JJ NN', 'money paid for the use of money'
'pound high', 'rates long', 'NN JJ', 'NNS JJ', 'money paid for the use of money'
'losses caused', 'payments debt', 'NNS VBN', 'NNS NN', 'money paid for the use of money'
'postpone cash', 'payments', 'VBP NN', 'NNS', 'money paid for the use of money'
'self-interest marketplace', 'society frequently', 'NN NN', 'NN RB', 'advantage, advancement or favor'
'moves cut', 'rates', 'NNS VB', 'NNS', 'money paid for the use of money'
'1994 priced', 'rate float', 'AB VBN', 'NN VB', 'money paid for the use of money'
'performance high', 'rates pay', 'NN JJ', 'NNS VB', 'money paid for the use of money'
'rise net', 'revenue 6', 'NN JJ', 'NN AB', 'money paid for the use of money'
'points net', 'margin year-ago', 'NNS JJ', 'NN JJ', 'money paid for the use of money'
'period declining', 'rates primarily', 'NN VBG', 'NNS RB', 'money paid for the use of money'
'restructuring reduced', 'rate large', 'NN VBN', 'NN JJ', 'money paid for the use of money'
'norcen westmin', 'oil gas', 'NP NP', 'NN NN', 'a share in a company or business'
'loans made', 'rates fees', 'NNS VBN', 'NNS NNS', 'money paid for the use of money'
'sell majority', 'italian-based landini', 'VB NN', 'JJ NP', 'a share in a company or business'
'substantial minority', 'landini company', 'JJ NN', 'NP NN', 'a share in a company or business'
'nXt lower', 'rates rein', 'RB VB', 'NNS VB', 'money paid for the use of money'
'', 'adjustable june', '', 'JJ NP', 'money paid for the use of money'
'19 14', '', 'AB AB', '', 'money paid for the use of money'
'bonds lower', 'payments says', 'NNS VB', 'NNS VBZ', 'money paid for the use of money'
'carrying costs', 'dividends risen', 'NN NNS', 'NNS VBN', 'money paid for the use of money'
'terms provide', 'reset twice', 'NNS VBP', 'NN RB', 'money paid for the use of money'
'business caused', 'junk bonds', 'NN VBD', 'NN NNS', 'money paid for the use of money'
'Xs annual', 'payments $', 'POS JJ', 'NNS NN', 'money paid for the use of money'
'say equity', 'divided among', 'VB NN', 'VBN IN', 'a share in a company or business'
'resigned pursue', '', 'VBD VB', '', 'activity, etc. that one gives attention to'
'nXmX said', 'merger proposal', 'NP VBD', 'NN NN', 'readiness to give attention'
'settlement ge', 'electrical products', 'NN NP', 'JJ NNS', 'a share in a company or business'
'citing decline', 'rates overly', 'VBG NN', 'NNS RB', 'money paid for the use of money'
'forecasts inflation', 'rates year', 'NNS NN', 'NNS NN', 'money paid for the use of money'
'6X7 %', 'rate three-month', 'AB NN', 'NN JJ', 'money paid for the use of money'
'ge also', 'consumer industrial', 'NP RB', 'NN JJ', 'a share in a company or business'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'technologies corpX', 'making helicopters', 'NPS NP', 'VBG NNS', 'a share in a company or business'
'stripped separate', 'principal components', 'VBN JJ', 'JJ NNS', 'money paid for the use of money'
'require higher', 'rate regular', 'VB JJR', 'NN JJ', 'money paid for the use of money'
'35X45 %', 'tank maker', 'AB NN', 'NN NN', 'a share in a company or business'
'company', 'publishing large-typeface', 'NN', 'VBG NN', 'a share in a company or business'
'brought controlling', 'sprint gte', 'VBD JJ', 'NP NP', 'a share in a company or business'
'slimmer net', 'margin -', 'JJR JJ', 'NN ?', 'money paid for the use of money'
'net', 'income rose', 'JJ', 'NN VBD', 'money paid for the use of money'
'82 million', 'payments owed', 'AB AB', 'NNS VBN', 'money paid for the use of money'
'state Xs', 'protecting potential', 'NN POS', 'VBG JJ', 'readiness to give attention'
'falling', 'rates prompt', 'VBG', 'NNS VBP', 'money paid for the use of money'
'feel', 'rates pretty', 'VBP', 'NNS RB', 'money paid for the use of money'
'buyers X', 'hotels', 'NNS POS', 'NNS', 'readiness to give attention'
'back debt', 'payments recently', 'RB NN', 'NNS RB', 'money paid for the use of money'
'back debt', 'payments oppose', 'RB NN', 'NNS VBP', 'money paid for the use of money'
'nbc Xs', 'never meant', 'NP POS', 'RB VBN', 'readiness to give attention'
'went things', 'debt new', 'VBD NNS', 'NN JJ', 'money paid for the use of money'
'run-up debt', '1980s', 'NN NN', 'NNS', 'money paid for the use of money'
'debt net', 'payments $', 'NN JJ', 'NNS NN', 'money paid for the use of money'
'taken', 'religion reads', 'VBN', 'NN VBZ', 'readiness to give attention'
'stirred intense', 'among major', 'VBN JJ', 'IN JJ', 'readiness to give attention'
'commercial', 'intense', 'JJ', 'JJ', 'readiness to give attention'
'Xs broad', 'cholesterol across', 'VBZ JJ', 'NN IN', 'readiness to give attention'
'saying watching', '', 'VBG VBG', '', 'readiness to give attention'
'retreat short-term', 'rates', 'NN JJ', 'NNS', 'money paid for the use of money'
'higher short-term', 'rates previous', 'JJR JJ', 'NNS JJ', 'money paid for the use of money'
'negus noted', 'rates generally', 'NP VBD', 'NNS RB', 'money paid for the use of money'
'dividends reinvested', 'rates remain', 'NNS VBN', 'NNS VBP', 'money paid for the use of money'
'% voting', '', 'NN NN', '', 'a share in a company or business'
'american presidency', '', 'JJ NN', '', 'readiness to give attention'
'believe best', 'cooperate little', 'VB JJS', 'VB RB', 'advantage, advancement or favor'
'rise japanese', 'rates gained', 'NN JJ', 'NNS VBD', 'money paid for the use of money'
'fed Xs', 'rate stance', 'NP POS', 'NN NN', 'money paid for the use of money'
'nXt allowing', 'rates drift', 'RB VBG', 'NNS VB', 'money paid for the use of money'
'nXt reduce', 'rates important', 'RB VB', 'NNS JJ', 'money paid for the use of money'
'Xs national', 'four five', 'POS JJ', 'AB AB', 'advantage, advancement or favor'
'price changes', '- 13X35', 'NN NNS', '? AB', 'money paid for the use of money'
'pay lower', 'rates bonds', 'VB JJR', 'NNS NNS', 'money paid for the use of money'
'Xs tremendous', 'protection event', 'VBZ JJ', 'NN NN', 'readiness to give attention'
'price changes', 'income investment-grade', 'NN NNS', 'NN JJ', 'money paid for the use of money'
'required allocate', 'expenses consolidated', 'VBN VB', 'NNS JJ', 'money paid for the use of money'
'debt financing', 'expenses allocated', 'NN NN', 'NNS VBN', 'money paid for the use of money'
'thus', 'expenses uXsX', 'RB', 'NNS NP', 'money paid for the use of money'
'required consolidate', 'expenses preserve', 'VBN VB', 'NNS VB', 'money paid for the use of money'
'holders comparable', 'rates money-market', 'NNS JJ', 'NNS JJ', 'money paid for the use of money'
'open', 'number contracts', 'JJ', 'NN NNS', 'a share in a company or business'
'december open', 'equivalent 236,913', 'NP JJ', 'JJ AB', 'a share in a company or business'
'contracts open', 'december options', 'NNS JJ', 'NP NNS', 'a share in a company or business'
'total open', 'copper futures', 'JJ JJ', 'NN NNS', 'a share in a company or business'
'disparity open', 'deliverable supplies', 'NN JJ', 'JJ NNS', 'a share in a company or business'
'vsX open', 'situations resolved', 'IN JJ', 'NNS VBN', 'a share in a company or business'
'pressure open', 'relieved month', 'NN JJ', 'VBN NN', 'a share in a company or business'
'resulted fraudulent', 'expenses created', 'VBD JJ', 'NNS VBN', 'money paid for the use of money'
'creating fraudulent', 'expenses 1981', 'VBG JJ', 'NNS AB', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'express also', 'financial services', 'NP RB', 'JJ NNS', 'a share in a company or business'
'generating lot', 'italian basketball', 'VBG NN', 'JJ NN', 'readiness to give attention'
'Xve expressions', 'offers ami', 'VBP NNS', 'NNS NP', 'readiness to give attention'
'Xs considerable', 'first boston', 'VBZ JJ', 'NPS NP', 'readiness to give attention'
'tax deductibility', 'payments securities', 'NN NN', 'NNS NNS', 'money paid for the use of money'
'really serious', 'deal much', 'RB JJ', 'NN RB', 'readiness to give attention'
'failed make', 'payments june', 'VBD VB', 'NNS NP', 'money paid for the use of money'
'current major', 'free boundary', 'JJ JJ', 'JJ NN', 'activity, etc. that one gives attention to'
'music video', 'aANDm Xs', 'NN NN', 'NP POS', 'a share in a company or business'
'offices music-publishing', '', 'NNS JJ', '', 'a share in a company or business'
'also expressed', 'mcorp Xs', 'RB VBN', 'NP POS', 'readiness to give attention'
'20 %', 'new company', 'AB NN', 'JJ NN', 'a share in a company or business'
'pressure net', 'margins', 'VB JJ', 'NNS', 'money paid for the use of money'
'Xs net', 'income squeezed', 'POS JJ', 'NN VBN', 'money paid for the use of money'
'offset net', 'income strong', 'VBD JJ', 'NN JJ', 'money paid for the use of money'
'gloomier outlook', 'rates bad', 'JJR NN', 'NNS JJ', 'money paid for the use of money'
'prompted renewed', 'bddp', 'VBN VBN', 'NP', 'readiness to give attention'
'nXt lower', 'rates anytime', 'RB VB', 'NNS RB', 'money paid for the use of money'
'securities pay', 'form additional', 'NNS VBD', 'NN JJ', 'money paid for the use of money'
'show much', 'notes', 'VB JJ', 'NNS', 'money paid for the use of money'
'8X08 %', 'rate 8X00', 'AB NN', 'NN AB', 'money paid for the use of money'
'comeback among', 'rate-sensitive larger-capitalization', 'NN IN', 'JJ JJ', 'money paid for the use of money'
'fears high', 'rates weak', 'NNS JJ', 'NNS JJ', 'money paid for the use of money'
'said institutional', 'recession-resistant blue-chip', 'VBD JJ', 'JJ JJ', 'readiness to give attention'
'also benefited', 'uXsX cellular', 'RB VBD', 'NP JJ', 'readiness to give attention'
'helped damp', 'jaguar', 'VBN VB', 'NP', 'readiness to give attention'
'suffer high', 'rates cutbacks', 'VB JJ', 'NNS NNS', 'money paid for the use of money'
'south african', 'rates', 'JJ JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates certain', 'VBN', 'NNS JJ', 'money paid for the use of money'
'head dictates', 'rates others', 'VB VBZ', 'NNS NNS', 'money paid for the use of money'
'culprit', 'rate outlook', 'NN', 'NN NN', 'money paid for the use of money'
'amid speculation', 'rates nXt', 'IN NN', 'NNS RB', 'money paid for the use of money'
'', 'rate speculation', '', 'NN NN', 'money paid for the use of money'
'believes', 'rate worries', 'VBZ', 'NN NNS', 'money paid for the use of money'
'motor expressed', 'taking stake', 'NP VBN', 'VBG NN', 'readiness to give attention'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'factors high', 'rates australia', 'NNS JJ', 'NNS NP', 'money paid for the use of money'
'minority equity', 'dallas-based morningstar', 'NN NN', 'JJ NP', 'a share in a company or business'
'60 %', 'neiman marcus', 'AB NN', 'NP NP', 'a share in a company or business'
'businessman substantial', 'real estate', 'NN JJ', 'JJ NN', 'a share in a company or business'
