% File: interest_1-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'plus', 'dividends', 'CC', 'NNS', 'money paid for the use of money'
'industrial', 'uXkX', 'JJ', 'NP', 'a share in a company or business'
'easing', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'discuss', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'accrued', 'octX', 'VBN', 'NP', 'money paid for the use of money'
'rockwell', 'aerospace', 'NP', 'NN', 'a share in a company or business'
'protect', 'plaza', 'VB', 'NP', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'special', 'magazines', 'JJ', 'NNS', 'activity, etc. that one gives attention to'
'special', 'magazines', 'JJ', 'NNS', 'activity, etc. that one gives attention to'
'business', '', 'NN', '', 'activity, etc. that one gives attention to'
'meet', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'Xs', 'fast', 'POS', 'JJ', 'a share in a company or business'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'', 'bonds', '', 'NNS', 'money paid for the use of money'
'current', 'serial', 'JJ', 'JJ', 'money paid for the use of money'
'current', 'term', 'JJ', 'NN', 'money paid for the use of money'
'paying', 'person', 'VBG', 'NN', 'money paid for the use of money'
'minority', 'advanced', 'NN', 'VBD', 'a share in a company or business'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'nudging', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'minority', 'profit', 'NN', 'NN', 'a share in a company or business'
'pay', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'dearth', 'helping', 'NN', 'VBG', 'readiness to give attention'
'Xs', 'include', 'POS', 'VBP', 'a share in a company or business'
'%', 'harriet', 'NN', 'NP', 'a share in a company or business'
'brewing', '', 'NN', '', 'a share in a company or business'
'best', 'making', 'JJS', 'VBG', 'advantage, advancement or favor'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'focused', 'find', 'VBN', 'VBP', 'activity, etc. that one gives attention to'
'serve', '', 'VBP', '', 'activity, etc. that one gives attention to'
'billion', 'payment', 'AB', 'NN', 'money paid for the use of money'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'make', 'payment', 'VB', 'NN', 'money paid for the use of money'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'debt', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'equity', 'mrX', 'NN', 'NP', 'a share in a company or business'
'make', 'payment', 'VB', 'NN', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'best', 'heart', 'JJS', 'NN', 'advantage, advancement or favor'
'dividends', 'new', 'NNS', 'JJ', 'money paid for the use of money'
'drives', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'freeing', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'million', 'principal', 'AB', 'JJ', 'money paid for the use of money'
'pay', 'due', 'VB', 'JJ', 'money paid for the use of money'
'days', 'payment', 'NNS', 'NN', 'money paid for the use of money'
'million', 'income', 'AB', 'NN', 'money paid for the use of money'
'expressed', 'cleveland', 'VBN', 'NP', 'readiness to give attention'
'less', 'smaller', 'JJR', 'JJR', 'readiness to give attention'
'amount', '', 'NN', '', 'readiness to give attention'
'current', 'serial', 'JJ', 'NN', 'money paid for the use of money'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'businesses', 'oil', 'NNS', 'NN', 'a share in a company or business'
'buy', 'effective', 'VB', 'JJ', 'a share in a company or business'
'uXsX', 'turned', 'NP', 'VBD', 'a share in a company or business'
'cash', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'outstanding', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'investor', 'strong', 'NN', 'JJ', 'readiness to give attention'
'buying', 'earnings', 'NN', 'NNS', 'readiness to give attention'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'renewed', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'serve', '', 'VBP', '', 'advantage, advancement or favor'
'keen', 'aviation', 'JJ', 'NN', 'quality of causing attention to be given to'
'public', 'especially', 'JJ', 'RB', 'advantage, advancement or favor'
'voting', '20', 'NN', 'AB', 'a share in a company or business'
'average', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'great', 'admiration', 'JJ', 'NN', 'readiness to give attention'
'property', 'tatters', 'NN', 'NNS', 'a share in a company or business'
'keeping', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'reduce', 'bill', 'VB', 'NN', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'success', 'broadening', 'NN', 'VBG', 'readiness to give attention'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'Xs', 'encouraging', 'POS', 'VBG', 'readiness to give attention'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'boost', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'open', 'number', 'JJ', 'NN', 'a share in a company or business'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'deflects', 'major', 'VBZ', 'JJ', 'readiness to give attention'
'property', 'uXs', 'NN', 'NP', 'a share in a company or business'
'%', 'century', 'NN', 'NP', 'a share in a company or business'
'effective', 'richfield', 'JJ', 'NP', 'a share in a company or business'
'book-publishing', 'including', 'NN', 'VBG', 'a share in a company or business'
'annualized', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'principal', 'obligations', 'NN', 'NNS', 'money paid for the use of money'
'minority', 'two', 'NN', 'AB', 'a share in a company or business'
'long-range', '', 'JJ', '', 'advantage, advancement or favor'
'less', 'liquidity', 'JJR', 'NN', 'readiness to give attention'
'reduce', 'charges', 'VB', 'NNS', 'money paid for the use of money'
'western', 'mrX', 'JJ', 'NP', 'advantage, advancement or favor'
'', 'pars', '', 'NP', 'a share in a company or business'
'new-found', 'capital', 'JJ', 'NN', 'readiness to give attention'
'great', '', 'JJ', '', 'readiness to give attention'
'', 'rate', '', 'NN', 'money paid for the use of money'
'amount', '', 'NN', '', 'money paid for the use of money'
'XXX', '-', 'NN', '?', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'executive', 'Xs', 'NN', 'VBZ', 'a share in a company or business'
'floating', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'cit', 'NN', 'NP', 'a share in a company or business'
'indications', 'third', 'NNS', 'JJ', 'readiness to give attention'
'buying', 'better', 'NN', 'JJR', 'readiness to give attention'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'Xs', 'bill', 'POS', 'NN', 'money paid for the use of money'
'high', '', 'JJ', '', 'money paid for the use of money'
'Xs', 'charges', 'POS', 'NNS', 'money paid for the use of money'
'equity', 'purchase', 'NN', 'NN', 'a share in a company or business'
'earnings', 'depreciation', 'NNS', 'NN', 'money paid for the use of money'
'buying', 'sugar', 'JJ', 'NN', 'readiness to give attention'
'chance', 'rate', 'NN', 'NN', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'bear', 'one', 'VBP', 'AB', 'money paid for the use of money'
'make', 'payment', 'VB', 'NN', 'money paid for the use of money'
'%', 'later', 'NN', 'RB', 'a share in a company or business'
'million', 'costs', 'AB', 'NNS', 'money paid for the use of money'
'unpaid', 'octX', 'JJ', 'NP', 'money paid for the use of money'
'semiannual', 'due', 'JJ', 'JJ', 'money paid for the use of money'
'%', 'matuschka', 'NN', 'NP', 'a share in a company or business'
'X', '', 'POS', '', 'activity, etc. that one gives attention to'
'generate', 'anticipated', 'VB', 'VBN', 'readiness to give attention'
'keen', 'environmental', 'JJ', 'JJ', 'readiness to give attention'
'thrift', 'real', 'NN', 'JJ', 'readiness to give attention'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'lost', '', 'VBD', '', 'readiness to give attention'
'nudging', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'partnership', 'via', 'NP', 'IN', 'a share in a company or business'
'equity', 'project', 'NN', 'NN', 'a share in a company or business'
'investor', '', 'NN', '', 'readiness to give attention'
'business', 'china', 'NN', 'NP', 'a share in a company or business'
'expressed', 'keeping', 'VBN', 'VBG', 'readiness to give attention'
'also', 'broadcasting', 'RB', 'NN', 'a share in a company or business'
'missed', 'payment', 'VBD', 'NN', 'money paid for the use of money'
'paid', '10', 'VBD', 'AB', 'money paid for the use of money'
'aggregate', 'due', 'JJ', 'JJ', 'money paid for the use of money'
'alter', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'ecu', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'long-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'market', 'rate', 'NN', 'NN', 'money paid for the use of money'
'fluctuations', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'human', 'stories', 'JJ', 'NNS', 'activity, etc. that one gives attention to'
'amount', 'saved', 'NN', 'VBN', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'fii', 'NN', 'NP', 'a share in a company or business'
'expressed', 'including', 'VBD', 'VBG', 'readiness to give attention'
'satisfy', 'investors', 'VB', 'NNS', 'advantage, advancement or favor'
'held', 'utility', 'VBN', 'NN', 'advantage, advancement or favor'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'divided', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'groups', 'obtaining', 'NNS', 'VBG', 'readiness to give attention'
'lower', 'burden', 'JJR', 'NN', 'money paid for the use of money'
'heavy', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'burdensome', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'meet', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'million', 'payments', 'AB', 'NNS', 'money paid for the use of money'
'pay', 'bill', 'VB', 'NN', 'money paid for the use of money'
'%', 'earn', 'NN', 'VBP', 'money paid for the use of money'
'X', 'says', 'POS', 'VBZ', 'advantage, advancement or favor'
'boost', 'newsprint', 'VB', 'NN', 'a share in a company or business'
'seriousness', 'making', 'NN', 'VBG', 'readiness to give attention'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'inflation', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'expressed', 'buying', 'VBN', 'VBG', 'readiness to give attention'
'reducing', 'many', 'VBG', 'JJ', 'readiness to give attention'
'spurred', 'stock', 'VBN', 'NN', 'readiness to give attention'
'variable', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'%', 'milford', 'NN', 'NP', 'a share in a company or business'
'stations', 'oil', 'NNS', 'NN', 'a share in a company or business'
'increased', 'family', 'VBN', 'NN', 'readiness to give attention'
'annual', 'payment', 'JJ', 'NN', 'money paid for the use of money'
'reason', 'paid', 'NN', 'VBN', 'money paid for the use of money'
'marks', 'rate', 'NNS', 'NN', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'expressed', 'acquiring', 'VBN', 'VBG', 'readiness to give attention'
'expressions', 'preliminary', 'NNS', 'JJ', 'readiness to give attention'
'takeover', 'company', 'NN', 'NN', 'readiness to give attention'
'health-care', 'part', 'JJ', 'NN', 'a share in a company or business'
'%', 'fine', 'NN', 'NP', 'a share in a company or business'
'principal', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'unwanted', 'crucifix', 'JJ', 'NN', 'readiness to give attention'
'Xs', 'alien', 'POS', 'JJ', 'readiness to give attention'
'meet', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'%', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'surplus', 'profits', 'NN', 'NNS', 'money paid for the use of money'
'cut', 'costs', 'VB', 'NNS', 'money paid for the use of money'
'year', 'costs', 'NN', 'NNS', 'money paid for the use of money'
'certain', 'ecuador', 'JJ', 'NP', 'a share in a company or business'
'lack', '', 'NN', '', 'readiness to give attention'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'Xs', 'include', 'POS', 'VBP', 'a share in a company or business'
'business', 'begin', 'NN', 'VBP', 'activity, etc. that one gives attention to'
'national', '', 'JJ', '', 'advantage, advancement or favor'
'geopolitical', 'may', 'JJ', 'MD', 'advantage, advancement or favor'
'commercial', 'china', 'JJ', 'NP', 'a share in a company or business'
