% File: interest_4-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'deduction deny bill senate', 'actually paid', 'NN VB NN NP', 'RB VBN', 'money paid for the use of money'
'accrued taxed holder debt', '', 'VBN VBN NN NN', '', 'money paid for the use of money'
'', 'deduction engine made things', '', 'NN NN VBD NNS', 'money paid for the use of money'
'Xs northrop', 'expense also soared $', 'POS NP', 'NN RB VBD NN', 'money paid for the use of money'
'', 'expense surged $ 21X5', '', 'NN VBD NN AB', 'money paid for the use of money'
'entrenched bump entrepreneur first', '', 'JJ VB NN JJ', '', 'advantage, advancement or favor'
'declines recent despite', 'rates money funds continue', 'NNS JJ IN', 'NNS NN NNS VBP', 'money paid for the use of money'
'computing billion 300 $', 'government Xs loans', 'VBG AB AB NN', 'NN POS NNS', 'money paid for the use of money'
'purchase shares preferred million', 'start-up company underwrite environmental', 'VB NNS JJ AB', 'JJ NN VB JJ', 'a share in a company or business'
'majority acquire signaled ford', 'later', 'NN VB VBN NP', 'RB', 'a share in a company or business'
'million 250 $ save', 'costs', 'AB AB NN VB', 'NNS', 'money paid for the use of money'
'long-term best prudent dividend', 'shareholders said', 'JJ JJS JJ NN', 'NNS VBD', 'advantage, advancement or favor'
'initial', 'rate set 0X375 point', 'JJ', 'NN VBN AB NN', 'money paid for the use of money'
'', 'payments bonds payable semiannually', '', 'NNS NNS JJ RB', 'money paid for the use of money'
'principal taxation exempt taxes', '', 'NN NN JJ NNS', '', 'money paid for the use of money'
'determine numbers economic batch', 'rates heading', 'VB NNS JJ NN', 'NNS VBG', 'money paid for the use of money'
'', 'rates barely budged tuesday', '', 'NNS RB VBN NP', 'money paid for the use of money'
'different exist already forums', 'express', 'JJ VBP RB NNS', 'VB', 'activity, etc. that one gives attention to'
'heard people', 'taken seriously', 'VBN NNS', 'VBN RB', 'advantage, advancement or favor'
'widespread group leong hong', 'manufacturing property finance malaysia', 'JJ NP NP NP', 'NN NN NN NP', 'a share in a company or business'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'stir managers Xs company', 'stock', 'VB NNS POS NN', 'NN', 'readiness to give attention'
'lower offset sale million', 'income poorer results foreign-exchange', 'JJR VBN NN AB', 'NN JJR NNS JJ', 'money paid for the use of money'
'primarily share cents 41', 'expense $ 70X1 million', 'RB NN NNS AB', 'NN NN AB AB', 'money paid for the use of money'
'', 'expense 1988 third quarter', '', 'NN AB JJ NN', 'money paid for the use of money'
'significant offers agreement bank', 'rate savings', 'JJ VBZ NN NN', 'NN NNS', 'money paid for the use of money'
'% 50 back sell', 'working woman working mother', 'NN AB RP VB', 'NP NP NP NP', 'a share in a company or business'
'% 50 Xs warner', 'working woman working mother', 'NN AB POS NP', 'NP NP NP NP', 'a share in a company or business'
'minority taxes profit', 'increased 16 % #', 'NN NNS NN', 'VBD AB NN NN', 'a share in a company or business'
'minority taxes profit', 'extraordinary items increased 22', 'NN NNS NN', 'JJ NNS VBD AB', 'a share in a company or business'
'Xs sotheby statement appears', 'property catalog', 'POS NP NN VBZ', 'NN NN', 'a share in a company or business'
'financial level', 'collection', 'JJ NN', 'NN', 'a share in a company or business'
'financial works sell houses', 'ought hidden small print', 'JJ NNS VBP NNS', 'MD VBN JJ NN', 'a share in a company or business'
'moves recent light unit', 'rates around world noted', 'NNS JJ NN NN', 'NNS IN NN VBD', 'money paid for the use of money'
'average bonds replace used', 'rate 13X1 %', 'JJ NNS VB VBN', 'NN AB NN', 'money paid for the use of money'
'year million 75 $', 'payments', 'NN AB AB NN', 'NNS', 'money paid for the use of money'
'investment good utilities said', 'rates going', 'NN JJ NNS VBD', 'NNS VBG', 'money paid for the use of money'
'public acting bush mrX', 'let washington elites manipulate', 'JJ VBG NP NP', 'VBD NP NNS VBP', 'advantage, advancement or favor'
'heavily weigh also concerns', 'rate-sensitive stocks banking financial', 'RB VBP RB NNS', 'JJ NNS NN JJ', 'money paid for the use of money'
'buying found sectors still', 'actively sold recent weeks', 'NN VBD NNS RB', 'RB VBN JJ NNS', 'readiness to give attention'
'pursue posts three resigned', '', 'VB NNS AB VBD', '', 'activity, etc. that one gives attention to'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'chemicals Xs company', 'include among things petroleum', 'NNS POS NN', 'VBP IN NNS NN', 'a share in a company or business'
'best generous fair offer', 'mesa shareholders stateswest declined', 'JJS JJ JJ NN', 'NP NNS NP VBD', 'advantage, advancement or favor'
'fees report thrift allowing', 'current income according uXsX', 'NNS VB NN VBG', 'JJ NN VBG NP', 'money paid for the use of money'
'', 'words goes beyond puns', '', 'NNS VBZ IN NNS', 'readiness to give attention'
'export kindled pact trade', 'among many small canadian', 'NN VBN NN NN', 'IN JJ JJ JJ', 'readiness to give attention'
'balcor', 'real estate said position', 'NP', 'JJ NN VBD NN', 'a share in a company or business'
'pursue resigned sherman wX', 'positions', 'VB VBD NP NP', 'NNS', 'activity, etc. that one gives attention to'
'primarily company director elected', 'radio television stations increasing', 'RB NN NN VBN', 'NN NN NNS VBG', 'a share in a company or business'
'uXsX important deemed school', '', 'NP JJ VBN NN', '', 'advantage, advancement or favor'
'satisfying', 'priority panamanian leader', 'VBG', 'NN JJ NN', 'advantage, advancement or favor'
'lower credit grip ease', 'rates', 'VB NN NN VB', 'NNS', 'money paid for the use of money'
'Xs pANDg represent staff', 'federal level said john', 'POS NP VB NN', 'JJ NN VBD NP', 'advantage, advancement or favor'
'% 80 acquired hooker', 'firm may 1986', 'NN AB VBD NP', 'NN NP AB', 'a share in a company or business'
'earnings projections miss plans', 'tax depreciation $ 100', 'NNS NNS VB NNS', 'NN NN NN AB', 'money paid for the use of money'
'', 'imposed unpaid taxes late-payment', '', 'VBN JJ NNS NN', 'money paid for the use of money'
'short-term lid keep attempt', 'rates fed pumped money', 'JJ NN VB NN', 'NNS NP VBD NN', 'money paid for the use of money'
'short-term key allowed fed', 'rate decline one-quarter percentage', 'JJ JJ VBN NP', 'NN VB NN NN', 'money paid for the use of money'
'said bank patterns payment', 'payments argentina nine months', 'VBD NN NNS NN', 'NNS NP AB NNS', 'money paid for the use of money'
'net drop minimizing banks', 'margin 13 % third-quarter', 'JJ NN VBG NNS', 'NN AB NN NN', 'money paid for the use of money'
'net Xs fargo wells', 'income rose $ 36X3', 'JJ POS NP NP', 'NN VBD NN AB', 'money paid for the use of money'
'sale million 16 $', 'foreign leasing company third-quarter', 'NN AB AB NN', 'JJ NN NN NN', 'a share in a company or business'
'net', 'margin-the difference bank Xs', 'JJ', 'NN NN NN POS', 'money paid for the use of money'
'unrelated expenses', 'rose 5X4 % $', 'JJ NNS', 'VBD AB NN NN', 'money paid for the use of money'
'unrelated sources income higher', 'said continues cut costs', 'JJ NNS NN JJR', 'VBD VBZ VB NNS', 'money paid for the use of money'
'net', 'income third quarter edged', 'JJ', 'NN JJ NN VBD', 'money paid for the use of money'
'best think said shares', 'caci stockholders company sold', 'JJS VBP VBD NNS', 'NP NNS NN VBN', 'advantage, advancement or favor'
'lid keep meant move', 'rates boost investor confidence', 'NN VB VBN NN', 'NNS VB NN NN', 'money paid for the use of money'
'ranchers legitimate', 'preserving herds go business', 'NNS JJ', 'VBG NNS VB NN', 'advantage, advancement or favor'
'uXsX growing underscores council', 'nation Xs market though', 'NP VBG VBZ NP', 'NN POS NN IN', 'readiness to give attention'
'taxes profit operating reported', 'costs $ 63X1 million', 'NNS NN VBG VBD', 'NNS NN AB AB', 'money paid for the use of money'
'public conduct declare power', 'hence criminal well established', 'JJ NN VB NN', 'RB JJ RB VBN', 'advantage, advancement or favor'
'falling despite investors individual', 'rates', 'VBG IN NNS JJ', 'NNS', 'money paid for the use of money'
'greater branches reports', 'last day said steven', 'JJR NNS NNS', 'JJ NN VBD NP', 'readiness to give attention'
'follow closely tend cds', 'rate trends also posted', 'VB RB VBP NNS', 'NN NNS RB VBN', 'money paid for the use of money'
'april late', 'rates recent highs short-term', 'NP JJ', 'NNS JJ NNS NP', 'money paid for the use of money'
'short-term unlikely make yesterday', 'rates rise time soon', 'JJ JJ VBP NN', 'NNS VB NN RB', 'money paid for the use of money'
'sale discussed also viacom', 'showtime cable operators', 'NN VBN RB NP', 'NP NN NNS', 'a share in a company or business'
'funds federal key allowed', 'rate dip 8 58', 'NNS JJ JJ VBN', 'NN VB AB AB', 'money paid for the use of money'
'equity selling also trecker', 'japanese joint venture murata', 'NN VBG RB NP', 'JJ NN NN NP', 'a share in a company or business'
'average', 'rate fell 8X292 %', 'JJ', 'NN VBD AB NN', 'money paid for the use of money'
'lost nXt ford indicates', '', 'VBN RB NP VBZ', '', 'readiness to give attention'
'make failed june since', 'payments nearly $ 1', 'VB VBD NP IN', 'NNS RB NN AB', 'money paid for the use of money'
'bear notes new', '5X5 % july 31', 'VB NNS JJ', 'AB NN NP AB', 'money paid for the use of money'
'expressions said example citicorp', 'transaction borrowers banks nXt', 'NNS VBD NN NP', 'NN NNS NNS RB', 'readiness to give attention'
'corpX boston first adviser', 'expressed buy-out funds including', 'NP NP NP NN', 'VBN NN NNS VBG', 'readiness to give attention'
'renewed despite', 'public topics environment third', 'VBN IN', 'NN NNS NN NP', 'readiness to give attention'
'advertiser died centennial surrounding', '', 'NN VBD NN VBG', '', 'readiness to give attention'
'lost seem russians iran', 'whole subject', 'VBN VBP NPS NP', 'JJ NN', 'readiness to give attention'
'stir hoping incX holdings', 'old masters strove build', 'VB VBG NP NPS', 'JJ NNS VBD VB', 'readiness to give attention'
'express clients frequently', 'paintings nXt end bidding', 'VBP NNS RB', 'NNS RB VB NN', 'readiness to give attention'
'protecting', '', 'VBG', '', 'advantage, advancement or favor'
'% 15 acquired said', 'datatimes corpX subsidiary oklahoma', 'NN AB VBD VBD', 'NP NP NN NP', 'a share in a company or business'
'% 6X25 bonds loans', 'rates providing fresh loans', 'NN AB NNS NNS', 'NNS VBG JJ NNS', 'money paid for the use of money'
'equity corpX motor mazda', 'kia', 'NN NP NP NP', 'NP', 'a share in a company or business'
'bring funds market flood', 'rates says leonard tX', 'VB NNS NN VB', 'NNS VBZ NP NP', 'money paid for the use of money'
'says companies small', 'rates far important happens', 'VBZ NNS JJ', 'NNS RB JJ VBZ', 'money paid for the use of money'
'annualized', 'rates certain investments reported', 'VBN', 'NNS JJ NNS VBN', 'money paid for the use of money'
'gas industrial Xs amerigas', 'expand subsidiary Xs propane', 'NN JJ POS NP', 'VB NN POS NN', 'a share in a company or business'
'% 51 acquisition year', 'makro inc', 'NN AB NN NN', 'NP NP', 'a share in a company or business'
'institutional revival sees douglas', 'smaller growth stocks boost', 'JJ NN VBZ NP', 'JJR JJ NNS VB', 'readiness to give attention'
'turnaround real seeing Xre', 'small growth stocks says', 'NN JJ VBG VBP', 'JJ NN NNS VBZ', 'readiness to give attention'
'income changes price including', 'dividends \* actual performance', 'NN NNS NN VBG', 'NNS SYM JJ NN', 'money paid for the use of money'
'balked banks', 'rate banking fees ual', 'VBD NNS', 'NN NN NNS NP', 'money paid for the use of money'
'fees bank higher pay', 'nXt likely boost $', 'NNS NN JJR VB', 'RB JJ VB NN', 'money paid for the use of money'
'', 'rates lower uXs', '', 'NNS JJR NP', 'money paid for the use of money'
'lower nXt fed signal', 'rates weaken dollar uXsX', 'VB RB NP NN', 'NNS VB NN NP', 'money paid for the use of money'
'lower pay bonds treasury', 'rates', 'JJR VBP NNS NP', 'NNS', 'money paid for the use of money'
'including billion 166 $', '10 years', 'VBG AB AB NN', 'AB NNS', 'money paid for the use of money'
'net', 'income sank 27 %', 'JJ', 'NN VBD AB NN', 'money paid for the use of money'
'', 'rate short-term funds banks', '', 'NN JJ NNS NNS', 'money paid for the use of money'
'million 2 $ received', 'payments medium long-term brazilian', 'AB AB NN VBD', 'NNS JJ JJ JJ', 'money paid for the use of money'
'net *interest accruing loans', 'income $ 35 million', 'JJ NN VBG NNS', 'NN NN AB AB', 'money paid for the use of money'
'accruing loans brazilian long-term', 'net *interest income $', 'VBG NNS JJ JJ', 'JJ NN NN NN', 'money paid for the use of money'
'million 10 $ bank', 'income third period', 'AB AB NN NN', 'NN JJ NN', 'money paid for the use of money'
'sources income', 'climbed 12 % $', 'NNS NN', 'VBD AB NN NN', 'money paid for the use of money'
'net Xs ncnb squeeze', 'margin southeast 3X38 %', 'JJ POS NP VB', 'NN NP AB NN', 'money paid for the use of money'
'net increase million 54', 'income reflecting 33 %', 'JJ NN AB AB', 'NN VBG AB NN', 'money paid for the use of money'
'net Xs pacific security', 'margin fell 13 basis', 'JJ POS NP NP', 'NN VBD AB NN', 'money paid for the use of money'
'derived revenue', 'dividends jumped 30 %', 'VBN NN', 'NNS VBD AB NN', 'money paid for the use of money'
'Xs company sale million', 'national car rental systems', 'POS NN NN AB', 'NP NP NP NP', 'a share in a company or business'
'net including million 444X9', 'slightly $ 450X7 million', 'JJ VBG AB AB', 'RB NN AB AB', 'money paid for the use of money'
'working economy key real', 'rates', 'VBG NN NN JJ', 'NNS', 'money paid for the use of money'
'economic national', 'much better served allowing', 'JJ JJ', 'RB RB VBN VBG', 'advantage, advancement or favor'
'private allowing served better', 'bankers investors ultimate judges', 'JJ VBG VBN RB', 'NNS NNS JJ NNS', 'advantage, advancement or favor'
'public attracted provision smoking', 'underlying bill subject behind-the-scenes', 'JJ VBN NN NN', 'JJ NN NN JJ', 'readiness to give attention'
'minority taxation loss reported', '14 million irish punts', 'NN NN NN VBD', 'AB AB JJ NNS', 'a share in a company or business'
'short-term', 'rates fell yesterday government', 'JJ', 'NNS VBD NN NN', 'money paid for the use of money'
'', '', '', '', 'readiness to give attention'
'higher rate tax effective', 'income', 'JJR NN NN JJ', 'NN', 'money paid for the use of money'
'% 15 acquire initially', 'birkel closely held concern', 'NN AB VB RB', 'NP RB VBN NN', 'a share in a company or business'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'trading together bring group', 'region', 'NN RB VB NN', 'NN', 'a share in a company or business'
'drop expects', 'rates help gold keeping', 'NN VBZ', 'NNS VB NN VBG', 'money paid for the use of money'
'company holding unicorp concern', 'oil natural gas financial', 'NN VBG NP NN', 'NN JJ NN JJ', 'a share in a company or business'
'% 56 owns operator', 'new field called northeast', 'NN AB VBZ NN', 'JJ NN VBD NP', 'a share in a company or business'
