% File: interest_3-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'signaled acquire majority', 'later', 'VBN VB NN', 'RB', 'a share in a company or business'
'$ 250 million', 'costs', 'NN AB AB', 'NNS', 'money paid for the use of money'
'prudent best long-term', 'shareholders said', 'JJ JJS JJ', 'NNS VBD', 'advantage, advancement or favor'
'initial', 'rate set 0X375', 'JJ', 'NN VBN AB', 'money paid for the use of money'
'', 'payments bonds payable', '', 'NNS NNS JJ', 'money paid for the use of money'
'exempt taxation principal', '', 'JJ NN NN', '', 'money paid for the use of money'
'economic numbers determine', 'rates heading', 'JJ NNS VB', 'NNS VBG', 'money paid for the use of money'
'', 'rates barely budged', '', 'NNS RB VBN', 'money paid for the use of money'
'already exist different', 'express', 'RB VBP JJ', 'VB', 'activity, etc. that one gives attention to'
'people heard', 'taken seriously', 'NNS VBN', 'VBN RB', 'advantage, advancement or favor'
'leong group widespread', 'manufacturing property finance', 'NP NP JJ', 'NN NN NN', 'a share in a company or business'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'Xs managers stir', 'stock', 'POS NNS VB', 'NN', 'readiness to give attention'
'sale offset lower', 'income poorer results', 'NN VBN JJR', 'NN JJR NNS', 'money paid for the use of money'
'cents share primarily', 'expense $ 70X1', 'NNS NN RB', 'NN NN AB', 'money paid for the use of money'
'', 'expense 1988 third', '', 'NN AB JJ', 'money paid for the use of money'
'agreement offers significant', 'rate savings', 'NN VBZ JJ', 'NN NNS', 'money paid for the use of money'
'back 50 %', 'working woman working', 'RP AB NN', 'NP NP NP', 'a share in a company or business'
'Xs 50 %', 'working woman working', 'POS AB NN', 'NP NP NP', 'a share in a company or business'
'profit taxes minority', 'increased 16 %', 'NN NNS NN', 'VBD AB NN', 'a share in a company or business'
'profit taxes minority', 'extraordinary items increased', 'NN NNS NN', 'JJ NNS VBD', 'a share in a company or business'
'statement sotheby Xs', 'property catalog', 'NN NP POS', 'NN NN', 'a share in a company or business'
'level financial', 'collection', 'NN JJ', 'NN', 'a share in a company or business'
'sell works financial', 'ought hidden small', 'VBP NNS JJ', 'MD VBN JJ', 'a share in a company or business'
'light recent moves', 'rates around world', 'NN JJ NNS', 'NNS IN NN', 'money paid for the use of money'
'replace bonds average', 'rate 13X1 %', 'VB NNS JJ', 'NN AB NN', 'money paid for the use of money'
'75 million year', 'payments', 'AB AB NN', 'NNS', 'money paid for the use of money'
'utilities good investment', 'rates going', 'NNS JJ NN', 'NNS VBG', 'money paid for the use of money'
'bush acting public', 'let washington elites', 'NP VBG JJ', 'VBD NP NNS', 'advantage, advancement or favor'
'also weigh heavily', 'rate-sensitive stocks banking', 'RB VBP RB', 'JJ NNS NN', 'money paid for the use of money'
'sectors found buying', 'actively sold recent', 'NNS VBD NN', 'RB VBN JJ', 'readiness to give attention'
'three posts pursue', '', 'AB NNS VB', '', 'activity, etc. that one gives attention to'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'company Xs chemicals', 'include among things', 'NN POS NNS', 'VBP IN NNS', 'a share in a company or business'
'fair generous best', 'mesa shareholders stateswest', 'JJ JJ JJS', 'NP NNS NP', 'advantage, advancement or favor'
'thrift report fees', 'current income according', 'NN VB NNS', 'JJ NN VBG', 'money paid for the use of money'
'', 'words goes beyond', '', 'NNS VBZ IN', 'readiness to give attention'
'pact kindled export', 'among many small', 'NN VBN NN', 'IN JJ JJ', 'readiness to give attention'
'balcor', 'real estate said', 'NP', 'JJ NN VBD', 'a share in a company or business'
'sherman resigned pursue', 'positions', 'NP VBD VB', 'NNS', 'activity, etc. that one gives attention to'
'director company primarily', 'radio television stations', 'NN NN RB', 'NN NN NNS', 'a share in a company or business'
'deemed important uXsX', '', 'VBN JJ NP', '', 'advantage, advancement or favor'
'satisfying', 'priority panamanian leader', 'VBG', 'NN JJ NN', 'advantage, advancement or favor'
'grip credit lower', 'rates', 'NN NN VB', 'NNS', 'money paid for the use of money'
'represent pANDg Xs', 'federal level said', 'VB NP POS', 'JJ NN VBD', 'advantage, advancement or favor'
'acquired 80 %', 'firm may 1986', 'VBD AB NN', 'NN NP AB', 'a share in a company or business'
'miss projections earnings', 'tax depreciation $', 'VB NNS NNS', 'NN NN NN', 'money paid for the use of money'
'', 'imposed unpaid taxes', '', 'VBN JJ NNS', 'money paid for the use of money'
'keep lid short-term', 'rates fed pumped', 'VB NN JJ', 'NNS NP VBD', 'money paid for the use of money'
'allowed key short-term', 'rate decline one-quarter', 'VBN JJ JJ', 'NN VB NN', 'money paid for the use of money'
'patterns bank said', 'payments argentina nine', 'NNS NN VBD', 'NNS NP AB', 'money paid for the use of money'
'minimizing drop net', 'margin 13 %', 'VBG NN JJ', 'NN AB NN', 'money paid for the use of money'
'fargo Xs net', 'income rose $', 'NP POS JJ', 'NN VBD NN', 'money paid for the use of money'
'16 million sale', 'foreign leasing company', 'AB AB NN', 'JJ NN NN', 'a share in a company or business'
'net', 'margin-the difference bank', 'JJ', 'NN NN NN', 'money paid for the use of money'
'expenses unrelated', 'rose 5X4 %', 'NNS JJ', 'VBD AB NN', 'money paid for the use of money'
'income sources unrelated', 'said continues cut', 'NN NNS JJ', 'VBD VBZ VB', 'money paid for the use of money'
'net', 'income third quarter', 'JJ', 'NN JJ NN', 'money paid for the use of money'
'said think best', 'caci stockholders company', 'VBD VBP JJS', 'NP NNS NN', 'advantage, advancement or favor'
'meant keep lid', 'rates boost investor', 'VBN VB NN', 'NNS VB NN', 'money paid for the use of money'
'legitimate ranchers', 'preserving herds go', 'JJ NNS', 'VBG NNS VB', 'advantage, advancement or favor'
'underscores growing uXsX', 'nation Xs market', 'VBZ VBG NP', 'NN POS NN', 'readiness to give attention'
'operating profit taxes', 'costs $ 63X1', 'VBG NN NNS', 'NNS NN AB', 'money paid for the use of money'
'declare conduct public', 'hence criminal well', 'VB NN JJ', 'RB JJ RB', 'advantage, advancement or favor'
'investors despite falling', 'rates', 'NNS IN VBG', 'NNS', 'money paid for the use of money'
'reports branches greater', 'last day said', 'NNS NNS JJR', 'JJ NN VBD', 'readiness to give attention'
'tend closely follow', 'rate trends also', 'VBP RB VB', 'NN NNS RB', 'money paid for the use of money'
'late april', 'rates recent highs', 'JJ NP', 'NNS JJ NNS', 'money paid for the use of money'
'make unlikely short-term', 'rates rise time', 'VBP JJ JJ', 'NNS VB NN', 'money paid for the use of money'
'also discussed sale', 'showtime cable operators', 'RB VBN NN', 'NP NN NNS', 'a share in a company or business'
'key federal funds', 'rate dip 8', 'JJ JJ NNS', 'NN VB AB', 'money paid for the use of money'
'also selling equity', 'japanese joint venture', 'RB VBG NN', 'JJ NN NN', 'a share in a company or business'
'average', 'rate fell 8X292', 'JJ', 'NN VBD AB', 'money paid for the use of money'
'ford nXt lost', '', 'NP RB VBN', '', 'readiness to give attention'
'june failed make', 'payments nearly $', 'NP VBD VB', 'NNS RB NN', 'money paid for the use of money'
'new notes bear', '5X5 % july', 'JJ NNS VB', 'AB NN NP', 'money paid for the use of money'
'example said expressions', 'transaction borrowers banks', 'NN VBD NNS', 'NN NNS NNS', 'readiness to give attention'
'first boston corpX', 'expressed buy-out funds', 'NP NP NP', 'VBN NN NNS', 'readiness to give attention'
'despite renewed', 'public topics environment', 'IN VBN', 'NN NNS NN', 'readiness to give attention'
'centennial died advertiser', '', 'NN VBD NN', '', 'readiness to give attention'
'russians seem lost', 'whole subject', 'NPS VBP VBN', 'JJ NN', 'readiness to give attention'
'incX hoping stir', 'old masters strove', 'NP VBG VB', 'JJ NNS VBD', 'readiness to give attention'
'frequently clients express', 'paintings nXt end', 'RB NNS VBP', 'NNS RB VB', 'readiness to give attention'
'protecting', '', 'VBG', '', 'advantage, advancement or favor'
'acquired 15 %', 'datatimes corpX subsidiary', 'VBD AB NN', 'NP NP NN', 'a share in a company or business'
'bonds 6X25 %', 'rates providing fresh', 'NNS AB NN', 'NNS VBG JJ', 'money paid for the use of money'
'motor corpX equity', 'kia', 'NP NP NN', 'NP', 'a share in a company or business'
'market funds bring', 'rates says leonard', 'NN NNS VB', 'NNS VBZ NP', 'money paid for the use of money'
'small companies says', 'rates far important', 'JJ NNS VBZ', 'NNS RB JJ', 'money paid for the use of money'
'annualized', 'rates certain investments', 'VBN', 'NNS JJ NNS', 'money paid for the use of money'
'Xs industrial gas', 'expand subsidiary Xs', 'POS JJ NN', 'VB NN POS', 'a share in a company or business'
'acquisition 51 %', 'makro inc', 'NN AB NN', 'NP NP', 'a share in a company or business'
'sees revival institutional', 'smaller growth stocks', 'VBZ NN JJ', 'JJR JJ NNS', 'readiness to give attention'
'seeing real turnaround', 'small growth stocks', 'VBG JJ NN', 'JJ NN NNS', 'readiness to give attention'
'price changes income', 'dividends \* actual', 'NN NNS NN', 'NNS SYM JJ', 'money paid for the use of money'
'banks balked', 'rate banking fees', 'NNS VBD', 'NN NN NNS', 'money paid for the use of money'
'higher bank fees', 'nXt likely boost', 'JJR NN NNS', 'RB JJ VB', 'money paid for the use of money'
'', 'rates lower uXs', '', 'NNS JJR NP', 'money paid for the use of money'
'fed nXt lower', 'rates weaken dollar', 'NP RB VB', 'NNS VB NN', 'money paid for the use of money'
'bonds pay lower', 'rates', 'NNS VBP JJR', 'NNS', 'money paid for the use of money'
'166 billion including', '10 years', 'AB AB VBG', 'AB NNS', 'money paid for the use of money'
'net', 'income sank 27', 'JJ', 'NN VBD AB', 'money paid for the use of money'
'', 'rate short-term funds', '', 'NN JJ NNS', 'money paid for the use of money'
'$ 2 million', 'payments medium long-term', 'NN AB AB', 'NNS JJ JJ', 'money paid for the use of money'
'accruing *interest net', 'income $ 35', 'VBG NN JJ', 'NN NN AB', 'money paid for the use of money'
'brazilian loans accruing', 'net *interest income', 'JJ NNS VBG', 'JJ NN NN', 'money paid for the use of money'
'$ 10 million', 'income third period', 'NN AB AB', 'NN JJ NN', 'money paid for the use of money'
'income sources', 'climbed 12 %', 'NN NNS', 'VBD AB NN', 'money paid for the use of money'
'ncnb Xs net', 'margin southeast 3X38', 'NP POS JJ', 'NN NP AB', 'money paid for the use of money'
'million increase net', 'income reflecting 33', 'AB NN JJ', 'NN VBG AB', 'money paid for the use of money'
'pacific Xs net', 'margin fell 13', 'NP POS JJ', 'NN VBD AB', 'money paid for the use of money'
'revenue derived', 'dividends jumped 30', 'NN VBN', 'NNS VBD AB', 'money paid for the use of money'
'sale company Xs', 'national car rental', 'NN NN POS', 'NP NP NP', 'a share in a company or business'
'million including net', 'slightly $ 450X7', 'AB VBG JJ', 'RB NN AB', 'money paid for the use of money'
'key economy working', 'rates', 'NN NN VBG', 'NNS', 'money paid for the use of money'
'national economic', 'much better served', 'JJ JJ', 'RB RB VBN', 'advantage, advancement or favor'
'served allowing private', 'bankers investors ultimate', 'VBN VBG JJ', 'NNS NNS JJ', 'advantage, advancement or favor'
'provision attracted public', 'underlying bill subject', 'NN VBN JJ', 'JJ NN NN', 'readiness to give attention'
'loss taxation minority', '14 million irish', 'NN NN NN', 'AB AB JJ', 'a share in a company or business'
'short-term', 'rates fell yesterday', 'JJ', 'NNS VBD NN', 'money paid for the use of money'
'', '', '', '', 'readiness to give attention'
'tax rate higher', 'income', 'NN NN JJR', 'NN', 'money paid for the use of money'
'acquire 15 %', 'birkel closely held', 'VB AB NN', 'NP RB VBN', 'a share in a company or business'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'bring together trading', 'region', 'VB RB NN', 'NN', 'a share in a company or business'
'expects drop', 'rates help gold', 'VBZ NN', 'NNS VB NN', 'money paid for the use of money'
'unicorp holding company', 'oil natural gas', 'NP VBG NN', 'NN JJ NN', 'a share in a company or business'
'owns 56 %', 'new field called', 'VBZ AB NN', 'JJ NN VBD', 'a share in a company or business'
'', 'owned bp petroleum', '', 'VBN NP NP', 'a share in a company or business'
'willingness provide liquidity', 'rate loans major', 'NN VB NN', 'NN NNS JJ', 'money paid for the use of money'
'said expect potential', 'banks throughout continental', 'VBD VBP JJ', 'NNS IN JJ', 'readiness to give attention'
'yesterday allowing key', 'rate drift downward', 'NN VBG JJ', 'NN VB RB', 'money paid for the use of money'
'key federal funds', 'rate dip 8', 'JJ JJ NNS', 'NN VB AB', 'money paid for the use of money'
'funds rate influences', 'rates come rest', 'NNS NN VBZ', 'NNS VB VB', 'money paid for the use of money'
'fed bring short-term', 'rates fed resisting', 'NP VB JJ', 'NNS NP VBG', 'money paid for the use of money'
'pressure supply lower', 'rates easy money', 'NN VB JJR', 'NNS JJ NN', 'money paid for the use of money'
'insistence fed lower', 'rates obstinate', 'NN NP VB', 'NNS JJ', 'money paid for the use of money'
'indeed lower short-term', 'rates pumping reserves', 'RB VB JJ', 'NNS VBG NNS', 'money paid for the use of money'
'fed fears right', 'rates go lenders', 'NP VBZ RB', 'NNS VB NNS', 'money paid for the use of money'
'Xs intentions concerning', 'lockheed', 'POS NNS VBG', 'NP', 'a share in a company or business'
'chance additional increase', 'rates help stabilize', 'NN JJ NN', 'NNS VB VB', 'money paid for the use of money'
'fundamental concerns earnings', 'rates rather wild', 'JJ NNS NNS', 'NNS RB JJ', 'money paid for the use of money'
'britain Xs base', 'rate stands highest', 'NP POS NN', 'NN VBZ JJS', 'money paid for the use of money'
'bring pressure lower', 'rates', 'VB NN VB', 'NNS', 'money paid for the use of money'
'mrX simmons Xs', 'company', 'NP NP POS', 'NN', 'readiness to give attention'
'market fall 1987', 'rates nXt rising', 'NN NN AB', 'NNS RB VBG', 'money paid for the use of money'
'fed quickly lower', 'rates move plus', 'NP RB VB', 'NNS NN NN', 'money paid for the use of money'
'move lower', 'rates example positive', 'NN VB', 'NNS NN NN', 'money paid for the use of money'
'west germany raised', 'rates', 'NP NP VBD', 'NNS', 'money paid for the use of money'
'warn nXt lower', 'rates merely keep', 'VB RB VB', 'NNS RB VB', 'money paid for the use of money'
'eliminate tax deductibility', 'certain debt-financed takeovers', 'VB NN NN', 'JJ JJ NNS', 'money paid for the use of money'
'long-term government bond', 'rates currently 7X85', 'JJ NN NN', 'NNS RB AB', 'money paid for the use of money'
'cash flow pay', 'instead based buyer', 'NN NN VB', 'RB VBN NN', 'money paid for the use of money'
'moreover fees', 'rates paid banks', 'RB NNS', 'NNS VBN NNS', 'money paid for the use of money'
'120 banks expressed', 'ual transaction attended', 'AB NNS VBN', 'NP NN VBD', 'readiness to give attention'
'nXt count years', 'income loans', 'RB VB NNS', 'NN NNS', 'money paid for the use of money'
'', 'rate promised banks', '', 'NN VBD NNS', 'money paid for the use of money'
'prices narrowing difference', 'rates uXsX major', 'NNS VBG NN', 'NNS NP JJ', 'money paid for the use of money'
'reserve begun reduce', 'rates go', 'NP VBN VB', 'NNS VB', 'money paid for the use of money'
